title,text,stars,publishedAtDate,likesCount,platform
Museum_Tsunami_Aceh,??,,27/11/2025 23:36,0,TikTok
Museum_Tsunami_Aceh,??,,07/01/2026 17:56,0,TikTok
Museum_Tsunami_Aceh,??,,26/08/2025 18:41,0,TikTok
Museum_Tsunami_Aceh,??????,,13/06/2025 00:12,0,TikTok
Museum_Tsunami_Aceh,??,,29/11/2025 09:33,0,TikTok
Museum_Tsunami_Aceh,??,,29/11/2025 23:07,0,TikTok
Museum_Tsunami_Aceh,??,,28/07/2025 08:24,0,TikTok
Museum_Tsunami_Aceh,??????,,04/10/2025 07:58,0,TikTok
Museum_Tsunami_Aceh,??,,26/09/2025 08:45,0,TikTok
Museum_Tsunami_Aceh,????,,04/08/2025 21:38,0,TikTok
Museum_Tsunami_Aceh,??,,02/08/2025 15:55,0,TikTok
Museum_Tsunami_Aceh,??,,31/07/2025 08:51,0,TikTok
Museum_Tsunami_Aceh,??,,30/07/2025 14:18,0,TikTok
Museum_Tsunami_Aceh,??,,12/04/2026 21:27,0,TikTok
Museum_Tsunami_Aceh,??,,09/09/2025 08:15,0,TikTok
Museum_Tsunami_Aceh,aku juga udh kesana sedih ketika aku membaca kisah nya??,,22/08/2025 17:00,0,TikTok
Museum_Tsunami_Aceh,??????,,04/08/2025 22:04,0,TikTok
Museum_Tsunami_Aceh,??????,,27/07/2025 11:33,0,TikTok
Museum_Tsunami_Aceh,??,,27/07/2025 05:12,0,TikTok
Museum_Tsunami_Aceh,??,,26/07/2025 18:35,0,TikTok
Museum_Tsunami_Aceh,??,,26/07/2025 18:36,0,TikTok
Museum_Tsunami_Aceh,??,,24/07/2025 20:17,0,TikTok
Museum_Tsunami_Aceh,??????,,22/07/2025 12:22,0,TikTok
Museum_Tsunami_Aceh,??,,22/07/2025 12:27,0,TikTok
Museum_Tsunami_Aceh,??????,,22/07/2025 06:42,0,TikTok
Museum_Tsunami_Aceh,????,,21/07/2025 16:19,0,TikTok
Museum_Tsunami_Aceh,??????,,21/07/2025 09:55,0,TikTok
Museum_Tsunami_Aceh,??,,20/07/2025 06:38,0,TikTok
Museum_Tsunami_Aceh,??,,19/07/2025 20:31,0,TikTok
